ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
29090,28,management,single,tertiary,no,1840,no,no,cellular,28,dec,1472,1,143,10,other
29097,36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure
29103,34,admin.,single,secondary,no,151,yes,no,cellular,12,may,590,1,370,1,other
29105,34,housemaid,married,tertiary,no,4958,yes,no,cellular,19,nov,175,1,183,1,failure
29139,49,admin.,married,secondary,no,1096,yes,no,cellular,17,apr,609,1,303,5,failure
29154,30,blue-collar,married,primary,no,243,no,yes,cellular,9,feb,133,2,213,2,failure
29158,46,blue-collar,married,secondary,no,15,yes,yes,cellular,19,nov,46,2,91,3,failure
29166,26,admin.,single,secondary,no,96,no,no,cellular,6,may,606,1,345,1,failure
29198,32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,267,4,failure
29202,38,self-employed,married,secondary,no,215,yes,no,cellular,20,nov,70,1,167,1,failure
29203,36,services,single,secondary,no,1227,yes,yes,cellular,4,may,775,5,341,3,failure
29206,33,technician,single,tertiary,no,154,no,no,cellular,4,jun,111,2,78,2,failure
29211,34,management,married,tertiary,no,2599,no,no,cellular,16,nov,95,1,200,2,success
29226,45,admin.,married,secondary,no,72,yes,yes,cellular,15,may,262,2,352,2,failure
29229,52,technician,married,secondary,no,98,yes,no,cellular,28,jan,103,1,245,2,failure
29233,32,unemployed,married,secondary,no,314,yes,no,cellular,11,may,18,6,172,10,success
29236,58,admin.,married,primary,no,1119,no,no,cellular,6,apr,122,4,341,2,failure
29238,46,technician,divorced,secondary,no,111,yes,no,cellular,19,nov,178,3,183,2,other
29256,32,admin.,single,secondary,no,3950,yes,no,cellular,18,may,232,1,178,1,success
29263,28,services,single,secondary,no,123,yes,no,cellular,6,may,115,1,359,3,failure
29264,47,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143,1,370,2,failure
29266,31,management,single,tertiary,no,617,no,no,cellular,4,jun,1161,1,97,2,success
29270,37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140,4,327,2,failure
29272,35,technician,married,secondary,no,5553,yes,no,cellular,6,apr,371,3,136,7,failure
29287,35,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,237,1,368,1,other
29289,45,management,divorced,tertiary,no,2096,no,no,cellular,21,nov,127,1,100,2,failure
29291,60,housemaid,married,primary,no,182,no,no,cellular,27,oct,83,2,76,3,failure
29294,26,admin.,married,tertiary,no,906,no,no,cellular,2,nov,109,1,160,1,success
29305,31,management,single,tertiary,no,86,no,no,cellular,29,jan,100,1,170,4,failure
29315,24,admin.,single,secondary,no,99,no,no,cellular,4,may,65,3,89,3,failure
29326,44,admin.,married,secondary,no,429,yes,no,cellular,28,jan,99,1,246,4,failure
29328,35,technician,single,secondary,no,1183,yes,no,cellular,21,nov,21,3,185,2,failure
29331,26,management,single,tertiary,no,2506,no,no,cellular,18,aug,134,1,82,3,failure
29333,64,retired,married,tertiary,no,2059,no,yes,cellular,9,nov,326,1,95,1,other
29334,53,management,single,secondary,no,5558,yes,no,cellular,21,nov,81,6,189,3,failure
29336,26,blue-collar,single,secondary,no,249,yes,no,cellular,29,jan,235,3,262,5,failure
29338,47,technician,married,secondary,no,3519,no,yes,cellular,28,dec,193,1,220,1,failure
29343,37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure
29351,28,blue-collar,married,tertiary,no,417,yes,yes,cellular,6,may,523,2,363,2,failure
29355,60,retired,married,secondary,no,2516,yes,yes,cellular,4,feb,279,3,266,1,failure
29358,53,management,divorced,secondary,no,1355,no,yes,cellular,4,feb,447,2,196,8,other
29362,45,admin.,single,secondary,no,946,yes,no,cellular,21,nov,56,2,175,4,failure
29366,34,management,single,tertiary,no,808,no,no,cellular,26,may,376,2,97,1,other
29376,28,self-employed,single,tertiary,no,0,yes,no,cellular,29,jan,379,1,192,1,failure
29377,29,student,single,tertiary,no,80,yes,no,cellular,15,may,15,5,361,1,failure
29389,33,management,married,tertiary,no,17946,yes,no,cellular,6,feb,195,5,259,1,failure
29392,24,student,single,primary,no,474,no,no,cellular,12,aug,249,1,104,1,success
29399,35,management,divorced,tertiary,no,771,yes,yes,cellular,19,nov,110,1,93,5,failure
29411,32,management,married,tertiary,no,937,no,no,cellular,26,may,61,1,190,1,failure
29413,55,retired,married,secondary,no,785,yes,no,cellular,14,may,47,1,370,2,failure
29427,38,blue-collar,divorced,secondary,no,814,yes,no,cellular,21,nov,1166,1,155,3,other
29430,55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,13,oct,306,1,67,2,success
29437,38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160,3,120,3,failure
29440,33,management,married,tertiary,no,1388,yes,no,cellular,10,nov,280,1,89,2,failure
29445,38,management,married,tertiary,no,0,no,no,cellular,24,sep,246,12,197,6,failure
29448,34,blue-collar,single,secondary,no,1475,yes,no,cellular,16,nov,1166,3,530,12,other
29455,37,blue-collar,married,secondary,no,417,no,no,cellular,28,jan,389,1,181,5,failure
29457,42,blue-collar,married,secondary,no,429,yes,no,cellular,18,may,110,1,370,1,failure
29462,39,admin.,single,secondary,no,720,yes,no,telephone,22,apr,154,8,14,5,other
29465,27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure
29471,27,admin.,single,secondary,no,125,no,no,cellular,21,jul,104,1,288,8,failure
29479,56,management,married,tertiary,no,563,yes,no,cellular,6,may,100,2,168,1,failure
29483,33,management,single,tertiary,no,191,no,yes,cellular,3,feb,678,4,209,1,failure
29491,37,blue-collar,single,secondary,no,2390,yes,no,cellular,20,apr,20,2,335,12,failure
29502,43,technician,married,secondary,no,1865,yes,no,cellular,17,nov,155,1,186,1,failure
29503,55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other
29505,29,management,single,tertiary,no,266,no,no,cellular,12,aug,176,1,185,1,failure
29512,41,blue-collar,married,secondary,no,72,yes,no,cellular,4,may,130,3,312,3,failure
29521,35,technician,married,secondary,no,650,yes,no,cellular,14,may,241,2,349,2,failure
29544,27,blue-collar,single,secondary,no,20,yes,no,cellular,15,may,175,1,364,3,other
29548,55,management,married,tertiary,no,10065,no,no,cellular,20,nov,197,5,177,3,failure
29552,36,management,single,tertiary,no,4,yes,no,cellular,7,may,855,2,342,1,failure
29555,34,management,married,tertiary,no,520,yes,no,cellular,17,apr,401,1,248,4,success
29562,31,technician,single,tertiary,no,2530,yes,no,cellular,16,apr,60,1,342,1,failure
29564,33,management,single,tertiary,no,8514,no,no,cellular,16,oct,165,1,57,1,failure
29567,35,blue-collar,married,primary,no,2490,yes,no,cellular,18,may,170,1,180,3,failure
29570,47,management,divorced,tertiary,no,428,yes,no,cellular,18,nov,116,1,167,1,other
29575,50,technician,married,tertiary,no,2611,no,no,cellular,12,may,177,1,387,2,success
29581,32,technician,married,secondary,no,3271,no,no,cellular,12,feb,375,1,374,1,other
29592,57,blue-collar,divorced,secondary,no,75,yes,no,cellular,8,may,159,1,361,2,failure
29593,33,management,single,tertiary,no,5437,no,no,cellular,10,aug,131,1,98,2,success
29600,30,management,married,tertiary,no,101,yes,no,cellular,17,nov,348,1,123,1,failure
29602,30,blue-collar,married,secondary,no,15,yes,yes,cellular,14,may,524,1,370,2,failure
29609,31,management,married,tertiary,no,1164,yes,yes,cellular,18,nov,141,2,123,3,failure
29624,37,management,married,secondary,no,565,no,no,cellular,6,aug,174,1,93,3,failure
29630,57,management,married,tertiary,no,779,yes,no,cellular,7,may,282,1,367,1,failure
29631,48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure
29640,30,management,single,tertiary,no,2907,yes,no,cellular,30,dec,146,2,218,1,failure
29650,43,blue-collar,married,secondary,no,413,yes,no,cellular,12,aug,235,2,182,4,success
29652,77,retired,married,primary,no,29340,no,no,cellular,15,mar,257,1,91,2,other
29655,43,admin.,divorced,secondary,no,738,yes,no,cellular,21,nov,585,4,191,4,failure
29656,30,student,single,secondary,no,3096,no,no,cellular,2,aug,226,3,188,1,failure
29661,35,entrepreneur,married,tertiary,no,129,yes,no,cellular,20,apr,231,3,151,5,other
29662,54,blue-collar,divorced,primary,no,2656,yes,no,cellular,15,apr,1187,2,320,2,success
29667,47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95,1,failure
29670,33,admin.,single,secondary,no,745,yes,no,cellular,17,apr,278,2,333,1,other
29674,58,technician,married,primary,no,4198,no,no,cellular,15,oct,441,5,246,5,failure
29684,30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success
29701,42,management,married,tertiary,no,4014,yes,no,cellular,21,nov,149,4,186,1,other
29704,30,technician,married,primary,no,95,yes,no,cellular,15,may,220,2,298,1,failure
29707,61,retired,married,secondary,no,2011,no,no,cellular,22,jun,292,1,578,2,failure
29709,37,unemployed,married,secondary,no,356,no,no,cellular,9,feb,33,2,216,1,failure
29716,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other
29720,72,retired,married,secondary,no,5715,no,no,cellular,17,may,1114,1,181,2,success
29721,51,blue-collar,married,secondary,no,1414,yes,no,telephone,17,nov,422,3,186,2,failure
29746,36,blue-collar,married,secondary,no,98,yes,no,cellular,12,may,415,1,344,1,failure
29751,26,admin.,single,secondary,no,1327,no,no,cellular,30,apr,104,1,31,4,failure
29754,37,housemaid,divorced,secondary,no,1040,yes,no,cellular,13,may,199,1,173,2,failure
29755,52,services,married,secondary,no,2257,yes,no,telephone,18,nov,102,2,188,1,failure
29759,59,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure
29763,35,technician,single,secondary,no,204,yes,no,cellular,30,nov,110,3,189,1,success
29764,37,management,married,tertiary,no,0,yes,no,cellular,6,may,84,2,169,3,failure
29773,29,blue-collar,single,secondary,no,369,yes,no,cellular,4,may,174,5,346,3,failure
29785,57,blue-collar,single,primary,no,739,yes,no,cellular,14,may,172,2,364,1,failure
29807,30,technician,single,secondary,yes,28,yes,no,cellular,15,may,778,5,301,1,failure
29810,39,admin.,single,secondary,no,782,yes,no,cellular,2,jun,162,2,28,15,failure
29813,82,retired,divorced,primary,no,0,no,no,cellular,6,aug,381,3,295,1,failure
29828,51,management,married,tertiary,no,248,yes,yes,cellular,17,nov,139,2,126,3,failure
29831,22,student,single,primary,no,3472,no,no,cellular,19,apr,529,1,181,4,success
29836,45,management,married,secondary,no,4425,no,no,telephone,17,nov,147,1,110,2,failure
29852,39,technician,married,tertiary,no,794,no,no,telephone,3,jun,116,2,121,1,failure
29856,38,technician,single,secondary,no,553,yes,no,cellular,15,may,178,2,270,8,other
29859,42,management,single,tertiary,no,1285,yes,no,cellular,9,feb,21,3,252,4,other
29861,51,management,married,tertiary,no,938,no,no,cellular,11,nov,98,2,97,3,failure
29875,48,technician,divorced,secondary,no,168,yes,yes,cellular,15,may,100,2,361,1,other
29876,39,services,married,secondary,no,1970,yes,no,telephone,8,jun,30,1,404,2,success
29883,28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other
29893,37,admin.,married,secondary,no,96,no,no,cellular,7,aug,155,1,99,2,success
29899,26,student,single,tertiary,no,2,no,no,cellular,10,aug,121,1,102,2,failure
29904,39,admin.,divorced,secondary,no,19,yes,no,cellular,2,jul,503,2,147,5,success
29906,36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure
29913,28,admin.,single,secondary,no,261,yes,yes,cellular,30,jul,269,7,182,9,success
29924,47,technician,married,secondary,no,1465,yes,no,cellular,20,nov,26,1,190,2,failure
29928,79,retired,married,primary,no,3025,no,no,telephone,11,mar,184,1,90,6,success
29930,31,admin.,single,secondary,no,78,yes,no,cellular,11,may,360,1,370,1,other
29937,46,management,divorced,secondary,no,145,yes,no,cellular,20,apr,113,2,270,5,failure
29939,45,technician,married,secondary,no,858,no,no,cellular,5,feb,617,4,251,2,failure
29951,41,admin.,married,secondary,no,542,yes,no,telephone,11,may,64,2,347,1,other
29956,43,blue-collar,married,primary,no,714,yes,no,cellular,18,may,16,6,362,28,failure
29964,28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,302,1,301,1,success
29970,51,blue-collar,married,primary,no,354,yes,no,cellular,14,may,276,2,344,1,other
29974,44,management,divorced,tertiary,no,36,no,no,cellular,26,oct,127,2,153,3,failure
29975,31,admin.,single,secondary,no,1270,yes,no,cellular,14,may,291,1,364,1,other
29982,53,blue-collar,married,primary,no,2144,yes,no,cellular,7,may,217,2,342,1,failure
30005,25,admin.,married,secondary,no,541,yes,no,cellular,15,may,607,1,344,4,failure
30007,34,student,single,tertiary,no,3404,yes,no,cellular,8,apr,420,1,139,5,failure
30010,35,admin.,single,tertiary,no,5007,yes,no,cellular,11,nov,133,1,90,3,failure
30011,32,blue-collar,married,primary,no,187,no,no,cellular,20,nov,485,1,134,1,failure
30014,23,blue-collar,single,primary,no,382,no,no,cellular,15,jun,74,1,108,1,other
30020,54,management,divorced,tertiary,no,380,no,yes,cellular,10,dec,501,1,188,2,success
30025,33,blue-collar,married,primary,no,217,yes,no,cellular,20,apr,198,1,339,3,failure
30027,30,management,single,tertiary,no,2344,yes,no,cellular,20,oct,316,2,92,3,failure
30030,37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,289,2,174,4,other
30042,68,retired,divorced,primary,no,2027,no,no,cellular,14,sep,404,2,91,4,success
30043,27,technician,single,secondary,no,126,yes,yes,cellular,5,feb,147,2,216,4,failure
30056,41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,882,1,181,3,success
30062,49,management,married,tertiary,no,1093,yes,yes,cellular,15,sep,316,1,246,4,success
30072,30,services,single,secondary,no,572,yes,no,cellular,5,may,237,1,319,4,other
30076,59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success
30079,31,management,married,tertiary,no,22546,yes,no,cellular,14,may,8,6,267,4,failure
30080,32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other
30083,36,entrepreneur,married,secondary,no,24,yes,no,cellular,20,apr,88,1,154,2,failure
30087,33,management,married,tertiary,no,3301,yes,no,cellular,2,nov,131,2,171,2,failure
30091,32,blue-collar,married,secondary,no,180,yes,no,cellular,14,apr,179,1,334,1,other
30097,40,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,1,other
30098,57,services,married,secondary,no,2658,yes,no,cellular,21,nov,107,1,190,1,failure
30099,31,management,single,tertiary,no,533,no,no,cellular,12,nov,90,3,93,6,success
30104,38,technician,married,secondary,no,511,yes,no,cellular,20,apr,190,2,342,4,failure
30108,46,blue-collar,married,primary,no,588,yes,no,cellular,20,apr,249,3,237,4,failure
30120,45,management,married,tertiary,no,7154,yes,no,cellular,19,nov,93,3,111,3,failure
30122,37,management,married,tertiary,no,1113,no,no,cellular,1,sep,265,2,183,2,success
30123,37,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other
30129,29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247,1,184,3,success
30133,32,services,married,secondary,no,3181,yes,no,cellular,21,nov,118,2,176,7,failure
30137,70,retired,married,primary,no,3782,no,no,cellular,22,sep,704,2,190,1,failure
30140,36,admin.,single,tertiary,no,649,no,no,cellular,19,nov,224,1,111,1,other
30142,61,blue-collar,married,secondary,no,272,no,no,cellular,29,oct,318,1,269,1,failure
30150,23,blue-collar,single,primary,no,8627,yes,no,cellular,15,may,169,1,346,1,failure
30156,32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,184,2,182,2,failure
30168,25,technician,single,secondary,no,7103,yes,no,cellular,28,may,188,3,10,1,failure
30178,58,blue-collar,married,secondary,no,8195,yes,no,cellular,16,apr,104,1,332,2,failure
30187,34,blue-collar,married,secondary,no,0,yes,no,cellular,31,aug,79,5,110,7,failure
30188,49,blue-collar,married,primary,no,584,yes,no,telephone,14,may,167,6,365,1,failure
30192,54,blue-collar,married,primary,no,551,yes,no,cellular,17,apr,251,1,263,2,failure
30193,38,technician,single,secondary,no,884,yes,yes,cellular,19,nov,295,1,111,2,failure
30197,47,blue-collar,married,secondary,no,1568,yes,no,cellular,19,feb,388,1,262,7,success
30201,46,technician,married,tertiary,no,43,yes,no,telephone,30,jan,162,3,2,7,other
30202,45,blue-collar,married,primary,no,487,yes,no,cellular,29,jan,117,1,163,4,failure
30206,33,management,married,tertiary,no,377,yes,no,cellular,5,feb,213,2,276,1,failure
30207,29,blue-collar,married,secondary,no,577,yes,no,telephone,17,apr,501,3,331,10,other
30222,54,management,married,tertiary,no,67,yes,no,cellular,2,feb,161,3,73,1,other
30236,44,management,married,secondary,no,438,yes,no,telephone,8,may,37,3,303,1,failure
30244,38,management,married,tertiary,no,7255,yes,no,cellular,3,jun,78,2,44,2,failure
30248,29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success
30250,48,technician,married,secondary,no,101,yes,no,cellular,29,jan,414,2,192,3,failure
30253,30,technician,single,tertiary,no,655,no,no,cellular,26,apr,212,1,202,2,success
30264,48,management,married,tertiary,no,612,no,no,cellular,26,jul,86,7,292,1,other
30268,47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,58,2,382,1,failure
30277,37,blue-collar,married,secondary,no,604,yes,no,cellular,7,oct,371,1,495,1,failure
30296,41,admin.,divorced,secondary,no,2550,yes,no,cellular,15,may,894,2,347,2,failure
30297,50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,406,1,182,2,failure
30298,42,unemployed,married,secondary,no,0,yes,yes,cellular,23,mar,158,1,330,12,failure
30299,65,retired,married,primary,no,493,no,no,cellular,2,feb,348,1,109,2,failure
30310,34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other
30312,31,student,single,tertiary,no,2030,yes,no,cellular,14,may,168,2,351,2,failure
30327,41,admin.,single,secondary,no,3895,yes,no,cellular,14,may,305,3,296,11,other
30333,36,blue-collar,married,secondary,no,0,yes,yes,cellular,20,apr,240,1,326,1,success
30356,33,technician,single,tertiary,no,6281,yes,no,cellular,1,jul,1057,1,393,4,success
30357,34,self-employed,married,tertiary,no,2427,no,no,telephone,2,jun,50,2,120,1,other
30359,37,services,married,secondary,no,52,yes,no,cellular,6,sep,908,1,185,9,success
30361,42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,186,1,success
30367,55,housemaid,married,secondary,no,5,no,no,cellular,2,feb,269,1,206,2,failure
30384,32,technician,married,secondary,no,253,yes,no,cellular,21,nov,76,1,170,3,failure
30386,24,admin.,married,secondary,no,299,yes,no,cellular,6,may,209,1,321,1,failure
30392,54,entrepreneur,married,secondary,no,0,yes,no,cellular,5,may,387,2,287,1,failure
30399,36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,1,90,6,success
30414,29,admin.,married,secondary,no,2,yes,no,cellular,6,may,339,1,362,1,failure
30423,59,management,married,tertiary,no,2764,no,no,cellular,24,dec,237,1,206,2,failure
30426,31,management,single,tertiary,no,938,no,no,cellular,14,jun,472,1,384,3,failure
30429,36,technician,single,secondary,no,634,yes,no,cellular,6,may,281,2,250,2,failure
30431,35,services,single,secondary,no,719,yes,no,cellular,18,may,1359,3,368,3,failure
30433,44,management,married,tertiary,no,1791,no,no,cellular,11,feb,71,1,190,1,success
30448,53,technician,married,secondary,no,598,no,no,cellular,2,feb,340,3,264,2,failure
30450,33,management,single,tertiary,no,0,yes,no,telephone,5,may,399,2,358,5,other
30451,45,technician,married,secondary,no,999,yes,no,cellular,20,nov,215,6,188,2,failure
30452,27,technician,single,tertiary,no,11862,no,no,cellular,20,aug,217,1,87,6,failure
30454,49,self-employed,married,tertiary,no,503,yes,no,cellular,6,feb,310,4,200,1,failure
30459,42,services,married,secondary,no,9277,yes,no,cellular,15,may,395,1,361,3,other
30464,42,self-employed,married,secondary,no,2812,yes,no,cellular,21,nov,46,4,171,1,failure
30471,40,services,married,secondary,no,0,yes,no,cellular,5,may,184,1,334,2,failure
30473,26,admin.,single,secondary,no,338,no,no,cellular,29,jan,245,1,92,3,success
30476,36,management,married,tertiary,no,2957,yes,yes,cellular,30,apr,193,2,265,3,success
30481,33,services,married,secondary,no,90,yes,no,cellular,17,apr,170,2,263,2,failure
30482,54,technician,married,tertiary,no,395,no,no,cellular,30,apr,183,1,183,2,success
30483,56,housemaid,divorced,secondary,no,256,no,no,cellular,19,aug,220,5,117,2,other
30492,36,services,married,tertiary,no,260,yes,no,cellular,6,may,167,3,299,2,failure
30500,49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,243,2,91,2,success
30507,26,admin.,single,secondary,no,1099,no,no,cellular,15,jan,99,2,225,13,other
30512,39,management,married,secondary,no,18,yes,no,cellular,21,aug,102,1,91,1,failure
30513,48,technician,married,secondary,no,4265,yes,no,cellular,21,nov,327,1,192,2,failure
30529,48,technician,single,secondary,no,1245,no,no,cellular,13,oct,169,1,134,1,other
30549,40,technician,married,secondary,no,1269,yes,no,cellular,17,nov,353,1,172,1,failure
30570,37,blue-collar,married,primary,no,89,yes,no,cellular,2,feb,393,1,245,4,failure
30572,32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638,1,175,3,success
30581,31,management,single,tertiary,no,1675,no,no,cellular,2,sep,114,2,363,1,failure
30585,49,blue-collar,married,primary,no,3652,yes,yes,cellular,11,may,568,1,285,2,other
30586,53,management,married,tertiary,no,3366,no,no,telephone,20,nov,278,6,112,2,failure
30593,37,technician,single,secondary,no,265,yes,yes,cellular,3,feb,140,1,366,2,failure
30598,44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,may,143,3,357,1,failure
30603,55,admin.,married,secondary,no,0,no,no,cellular,23,sep,180,2,238,3,success
30605,30,technician,single,secondary,no,254,yes,yes,cellular,24,jun,167,3,416,2,failure
30607,35,blue-collar,married,secondary,no,137,no,yes,telephone,4,oct,5,1,808,12,failure
30608,29,blue-collar,married,secondary,no,368,yes,no,cellular,15,may,345,1,310,7,failure
30613,34,management,married,tertiary,no,5878,no,no,cellular,29,jan,159,7,98,3,success
30615,56,blue-collar,married,secondary,no,1521,yes,yes,cellular,21,nov,19,2,179,3,other
30622,57,technician,married,tertiary,no,3082,yes,yes,cellular,20,apr,267,2,294,3,failure
30630,49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,166,3,failure
30641,47,blue-collar,married,secondary,no,3696,yes,no,cellular,19,nov,635,3,170,2,failure
30653,26,blue-collar,single,secondary,no,23,yes,no,cellular,18,may,11,6,367,1,other
30663,47,blue-collar,married,primary,no,1533,no,yes,cellular,18,nov,273,2,96,4,failure
30669,30,admin.,single,secondary,no,1450,yes,no,cellular,18,may,298,1,355,1,failure
30684,35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success
30686,36,technician,single,tertiary,no,670,yes,no,cellular,17,apr,122,1,343,1,failure
30698,28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,1,91,3,failure
30703,38,services,divorced,secondary,no,53,no,no,cellular,8,oct,78,1,58,1,other
30722,80,retired,married,primary,no,155,no,no,telephone,12,mar,290,1,93,2,success
30723,36,admin.,single,tertiary,no,994,no,no,cellular,13,aug,185,2,105,3,success
30725,44,blue-collar,married,primary,no,4581,yes,no,cellular,15,apr,520,3,146,2,failure
30726,43,self-employed,married,secondary,no,487,yes,no,telephone,18,may,54,2,279,4,failure
30730,35,services,married,secondary,no,52,yes,no,cellular,4,jun,328,2,94,4,success
30731,34,technician,single,secondary,no,827,yes,no,cellular,6,may,254,1,267,4,failure
30734,24,student,single,secondary,no,867,no,no,cellular,2,aug,135,7,108,8,other
30736,26,student,single,secondary,no,1608,no,no,cellular,10,aug,89,2,102,2,success
30743,27,management,single,tertiary,no,321,yes,no,cellular,13,may,173,2,307,1,other
30756,35,management,single,tertiary,no,2015,no,no,cellular,15,jun,60,1,390,1,failure
30768,30,management,single,tertiary,no,502,no,no,cellular,11,oct,463,3,95,6,success
30770,38,technician,single,secondary,no,61,yes,no,cellular,13,may,109,1,359,8,failure
30787,73,retired,divorced,secondary,no,7111,yes,no,cellular,12,apr,284,1,182,1,success
30795,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure
30797,55,admin.,married,secondary,no,865,yes,no,cellular,17,apr,85,1,151,1,failure
30801,41,technician,single,secondary,no,769,no,yes,cellular,20,nov,222,4,98,4,other
30802,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other
30803,35,management,single,tertiary,no,4348,yes,no,cellular,2,apr,1074,3,217,8,failure
30807,29,services,single,secondary,no,31,yes,no,cellular,11,may,82,1,369,3,other
30815,55,admin.,divorced,secondary,no,1872,no,no,cellular,27,may,76,3,103,5,success
30821,36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success
30822,36,management,married,tertiary,no,806,yes,no,cellular,3,feb,106,2,259,1,failure
30825,35,self-employed,married,tertiary,no,2427,no,no,cellular,12,jul,210,3,158,7,other
30844,45,blue-collar,married,secondary,no,640,yes,no,cellular,5,may,214,1,1,1,success
30866,56,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,2,other
30873,36,blue-collar,married,secondary,no,89,yes,no,cellular,7,may,62,6,366,2,failure
30906,39,management,single,tertiary,no,5073,yes,no,cellular,12,may,1182,1,286,4,failure
30910,47,blue-collar,single,primary,no,355,yes,no,cellular,14,may,144,3,366,1,failure
30911,24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other
30914,45,blue-collar,single,secondary,yes,0,yes,no,cellular,14,may,17,7,287,13,other
30916,23,student,single,secondary,no,794,no,no,cellular,26,jul,607,3,171,3,other
30937,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,210,1,182,2,success
30938,35,technician,married,secondary,no,149,yes,no,cellular,29,jan,99,1,245,2,failure
30948,47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success
30955,33,management,single,tertiary,no,2294,yes,no,cellular,18,may,81,1,178,1,other
30957,60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,3,279,4,success
30961,40,blue-collar,married,secondary,no,1508,no,no,cellular,10,aug,153,2,383,1,failure
30973,63,management,married,tertiary,no,0,no,no,cellular,12,oct,130,2,182,6,failure
30979,33,blue-collar,married,primary,no,2456,yes,no,cellular,21,nov,552,3,127,1,failure
30982,55,technician,married,tertiary,no,639,yes,no,telephone,13,may,992,5,370,3,other
30986,34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,1,92,9,success
30988,48,services,divorced,secondary,no,4906,yes,no,cellular,20,nov,200,1,190,1,failure
30991,58,technician,married,secondary,no,0,yes,no,cellular,5,feb,1823,1,205,1,failure
31006,44,services,divorced,tertiary,no,2279,no,yes,cellular,19,nov,105,1,146,1,failure
31024,76,retired,divorced,primary,no,2693,no,no,cellular,23,apr,109,5,184,2,success
31028,46,management,married,tertiary,no,349,no,no,cellular,14,may,466,4,88,3,success
31037,33,services,single,secondary,no,100,yes,no,cellular,14,may,11,8,297,7,other
31042,40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure
31055,54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,failure
31056,28,services,single,secondary,no,1059,no,no,cellular,4,feb,146,5,276,1,other
31057,57,blue-collar,married,secondary,no,25,yes,no,cellular,13,may,378,2,359,1,failure
31066,33,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,124,1,308,2,other
31069,38,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,1,50,2,success
31084,60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure
31085,38,technician,single,secondary,no,1711,no,no,cellular,20,apr,379,3,202,1,success
