户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
2室2厅1卫,78.93,南,低层,精装修,2010,有,商品房,普通住宅,平层,板楼,洪山,11276.0,8号线,433米,89.0
2室1厅1卫,73.23,东南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,19801.0,2号线,1163米,145.0
2室1厅1卫,89.87,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18805.0,2号线,861米,169.0
3室2厅2卫,129.16,南北,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,17033.0,7号线,613米,220.0
3室2厅1卫,99.9,南北,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,9910.0,无,无,99.0
3室2厅2卫,103.9,南北,高层,毛坯,2019,有,商品房,普通住宅,平层,板楼,江汉,15303.0,3号线,548米,159.0
3室2厅2卫,110.27,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,15235.0,21号线,1032米,168.0
3室2厅3卫,188.97,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,25930.0,5号线,186米,490.0
4室2厅2卫,185.87,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,23672.0,无,无,440.0
4室2厅1卫,192.02,南北,高层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,31768.0,2号线,717米,610.0
4室2厅2卫,223.08,南北,底层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,29138.0,无,无,650.0
2室2厅1卫,81.58,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,12871.0,6号线,269米,105.0
3室2厅1卫,98.75,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,10937.0,无,无,108.0
3室2厅3卫,143.76,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,7652.0,2号线,583米,110.0
4室2厅3卫,241.75,东南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,江岸,32265.0,1号线,278米,780.0
5室2厅2卫,212.81,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,27724.0,4号线,403米,590.0
4室2厅1卫,139.86,南北,高层,精装修,2023,有,商品房,普通住宅,平层,板楼,江岸,16803.0,1号线,905米,235.0
2室2厅1卫,92.0,南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,江汉,15217.0,3号线,336米,140.0
2室1厅1卫,93.96,南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,17667.0,7号线,533米,166.0
2室2厅1卫,82.29,南,中层,精装修,2015,有,商品房,普通住宅,平层,板楼,洪山,14096.0,4号线,831米,116.0
2室2厅1卫,87.49,南,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,硚口,9372.0,1号线,318米,82.0
3室1厅1卫,116.61,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,21096.0,3号线,576米,246.0
2室2厅1卫,82.13,东,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,东西湖,8523.0,6号线,934米,70.0
4室2厅3卫,180.0,南北,底层,精装修,2019,有,商品房,普通住宅,平层,板楼,汉阳,12222.0,无,无,220.0
3室2厅2卫,124.36,南,中层,精装修,2018,有,商品房,普通住宅,平层,板楼,汉阳,13027.0,无,无,162.0
3室2厅1卫,109.58,南北,高层,精装修,2008,有,商品房,普通住宅,平层,板楼,东湖高新区,12320.0,11号线,1110米,135.0
3室2厅1卫,127.25,南北,低层,简装修,2004,有,商品房,普通住宅,平层,板楼,武昌,12495.0,2号线,485米,159.0
3室2厅1卫,135.65,西南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,24696.0,4号线,729米,335.0
4室2厅1卫,141.9,南北,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,洪山,20789.0,无,无,295.0
2室1厅1卫,61.8,南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,22654.0,8号线,379米,140.0
3室2厅2卫,136.45,南北,高层,毛坯,2015,有,商品房,普通住宅,平层,板楼,东湖高新区,8062.0,无,无,110.0
3室2厅1卫,102.8,东南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,14591.0,2号线,552米,150.0
4室2厅1卫,141.5,南北,中层,精装修,2018,有,商品房,普通住宅,平层,板楼,江汉,15194.0,6号线,460米,215.0
3室2厅1卫,130.33,南北,高层,中装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,19873.0,无,无,259.0
2室2厅1卫,84.47,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,14917.0,8号线,751米,126.0
2室1厅1卫,67.05,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,17450.0,7号线,676米,117.0
4室2厅1卫,162.11,南北,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,洪山,20973.0,8号线,714米,340.0
3室2厅1卫,87.19,东南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,24200.0,无,无,211.0
3室2厅2卫,129.27,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,12377.0,3号线,233米,160.0
3室2厅1卫,124.67,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,19491.0,7号线,480米,243.0
3室2厅2卫,116.36,西南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,25954.0,5号线,186米,302.0
3室2厅1卫,99.02,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东西湖,9493.0,无,无,94.0
3室2厅1卫,92.78,南北,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,汉阳,10670.0,无,无,99.0
3室2厅1卫,91.64,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东西湖,10912.0,无,无,100.0
3室2厅1卫,109.58,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,16700.0,11号线,732米,183.0
3室2厅1卫,91.85,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,9254.0,6号线,638米,85.0
4室2厅2卫,167.64,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,20759.0,11号线,732米,348.0
2室1厅1卫,69.63,南北,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,25851.0,8号线,411米,180.0
2室2厅1卫,77.23,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,18775.0,7号线,292米,145.0
3室2厅2卫,124.72,南,高层,精装修,2000,有,商品房,普通住宅,平层,板楼,东湖高新区,14272.0,2号线,301米,178.0
3室2厅1卫,126.3,南北,低层,中装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10293.0,5号线,499米,130.0
1室1厅2卫,32.52,北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,11685.0,4号线,831米,38.0
2室2厅1卫,89.38,南,中层,简装修,2007,有,商品房,普通住宅,平层,板楼,武昌,23820.0,7号线,535米,212.9
2室2厅1卫,80.51,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,21736.0,5号线,456米,175.0
2室2厅1卫,98.62,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,18962.0,2号线,181米,187.0
3室2厅1卫,89.47,南,中层,精装修,2010,有,商品房,普通住宅,平层,板楼,江汉,10953.0,6号线,269米,98.0
3室2厅2卫,76.0,南北,高层,中装修,2021,有,商品房,普通住宅,平层,板楼,武昌,14474.0,无,无,110.0
3室2厅1卫,97.94,南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,19400.0,11号线,1154米,190.0
2室2厅1卫,93.79,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,11302.0,无,无,106.0
3室2厅2卫,102.14,东南,高层,中装修,2020,有,商品房,普通住宅,平层,板楼,洪山,11749.0,5号线,309米,120.0
3室2厅2卫,141.0,东南,中层,精装修,2006,无,商品房,普通住宅,平层,板楼,江岸,39007.0,1号线,512米,550.0
2室1厅1卫,84.04,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,25940.0,7号线,509米,218.0
3室1厅1卫,92.59,南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,江汉,12420.0,2号线,1156米,115.0
1室1厅1卫,66.33,西北,低层,毛坯,2017,有,商品房,普通住宅,平层,板楼,武昌,11307.0,4号线,928米,75.0
3室2厅2卫,118.49,南北,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,江汉,13334.0,2号线,1156米,158.0
3室2厅1卫,138.64,南北,低层,简装修,2010,有,商品房,普通住宅,平层,板楼,东湖高新区,15868.0,无,无,220.0
4室2厅2卫,166.1,南北,底层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,16195.0,无,无,269.0
3室2厅1卫,107.08,南,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,20078.0,无,无,215.0
2室1厅1卫,62.27,南北,高层,精装修,2009,有,商品房,普通住宅,平层,板楼,东湖高新区,14293.0,2号线,1107米,89.0
3室2厅1卫,89.21,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,22419.0,2号线,1163米,200.0
3室2厅2卫,128.59,南北,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,汉阳,12831.0,4号线,389米,165.0
2室2厅1卫,82.8,西南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,19179.0,11号线,906米,158.8
1室1厅1卫,42.49,东北,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,江岸,13886.0,1号线,515米,59.0
2室2厅1卫,78.14,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,11262.0,无,无,88.0
3室2厅1卫,125.11,南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,洪山,12709.0,8号线,499米,159.0
3室2厅2卫,133.21,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,20194.0,2号线,633米,269.0
3室2厅2卫,112.0,南,中层,简装修,2022,有,商品房,普通住宅,平层,板楼,东湖高新区,10714.0,2号线,1054米,120.0
2室2厅1卫,97.73,东南,中层,毛坯,2018,有,商品房,普通住宅,平层,板楼,东西湖,7981.0,6号线,1138米,78.0
3室2厅1卫,105.38,东南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东西湖,10913.0,2号线,610米,115.0
3室2厅2卫,130.0,南北,高层,精装修,2010,有,商品房,普通住宅,平层,板楼,洪山,17385.0,8号线,315米,226.0
4室2厅3卫,256.94,东南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,25687.0,4号线,830米,660.0
3室2厅1卫,137.16,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,31350.0,4号线,562米,430.0
3室2厅1卫,143.7,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,江汉,29228.0,3号线,796米,420.0
3室2厅1卫,120.09,南北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,洪山,7328.0,无,无,88.0
3室2厅2卫,134.98,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,22151.0,5号线,548米,299.0
4室2厅2卫,132.67,南北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,硚口,22612.0,3号线,508米,300.0
3室2厅2卫,115.23,东南,中层,毛坯,2023,有,商品房,普通住宅,平层,板楼,武昌,15881.0,5号线,76米,183.0
4室2厅1卫,189.19,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,25371.0,无,无,480.0
3室2厅1卫,101.79,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18666.0,无,无,190.0
3室2厅2卫,137.0,南北,高层,精装修,2006,无,商品房,普通住宅,平层,板楼,江岸,11314.0,8号线,310米,155.0
2室2厅1卫,91.85,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,22863.0,11号线,556米,210.0
2室2厅1卫,82.8,西南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18841.0,11号线,906米,156.0
2室2厅1卫,99.11,南北,高层,简装修,2004,有,商品房,普通住宅,平层,板楼,东湖高新区,13117.0,11号线,675米,130.0
3室2厅1卫,92.47,南北,高层,精装修,2007,有,商品房,普通住宅,平层,板楼,洪山,15356.0,8号线,929米,142.0
4室2厅3卫,211.2,南北,高层,毛坯,2021,有,商品房,普通住宅,平层,板楼,武昌,29830.0,5号线,154米,630.0
4室2厅2卫,195.71,南北,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,洪山,28103.0,无,无,550.0
3室1厅1卫,109.9,北,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,洪山,7461.0,5号线,882米,82.0
3室2厅1卫,182.18,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,40619.0,5号线,478米,740.0
4室2厅2卫,142.46,南,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,青山,15654.0,5号线,828米,223.0
3室2厅3卫,167.94,南北,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18340.0,2号线,600米,308.0
3室2厅1卫,89.85,南北,中层,精装修,2010,有,商品房,普通住宅,平层,板楼,洪山,6678.0,无,无,60.0
2室2厅1卫,91.08,南,中层,精装修,2020,有,商品房,普通住宅,平层,板楼,青山,9332.0,5号线,828米,85.0
3室2厅1卫,112.78,南北,底层,简装修,2019,有,商品房,普通住宅,平层,板楼,洪山,8778.0,4号线,1018米,99.0
3室2厅2卫,125.0,南北,低层,精装修,2023,有,商品房,普通住宅,平层,板楼,武昌,17200.0,11号线,991米,215.0
3室2厅2卫,130.21,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,15283.0,2号线,201米,199.0
3室2厅1卫,96.69,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,22236.0,3号线,913米,215.0
2室1厅1卫,96.89,南,中层,精装修,2009,有,商品房,普通住宅,平层,板楼,东湖高新区,17546.0,2号线,256米,170.0
3室2厅1卫,114.76,南,高层,精装修,2016,有,商品房,普通住宅,平层,板楼,洪山,8540.0,无,无,98.0
3室2厅1卫,96.0,南北,低层,毛坯,2018,有,商品房,普通住宅,平层,板楼,江岸,10208.0,1号线,483米,98.0
2室1厅1卫,82.94,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东西湖,7234.0,无,无,60.0
3室2厅1卫,95.68,南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,10974.0,无,无,105.0
3室2厅1卫,104.0,南北,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,江岸,8654.0,3号线,840米,90.0
3室2厅1卫,138.48,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,19497.0,8号线,510米,270.0
3室2厅2卫,129.56,南北,中层,精装修,2023,有,商品房,普通住宅,平层,板楼,汉阳,15205.0,1号线,710米,197.0
3室2厅1卫,89.52,东南,高层,精装修,2019,有,商品房,普通住宅,平层,板楼,洪山,10389.0,5号线,640米,93.0
3室2厅1卫,117.8,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18506.0,2号线,750米,218.0
3室2厅1卫,89.39,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,13201.0,无,无,118.0
4室2厅2卫,143.0,南北,底层,简装修,2022,有,商品房,普通住宅,平层,板楼,青山,18531.0,5号线,606米,265.0
4室2厅1卫,128.0,南北,中层,毛坯,2020,有,商品房,普通住宅,平层,板楼,洪山,13672.0,4号线,567米,175.0
1室1厅1卫,40.71,南,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,12604.0,11号线,787米,51.31
3室2厅1卫,137.01,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,32479.0,4号线,562米,445.0
3室2厅1卫,106.18,南,中层,简装修,2014,有,商品房,普通住宅,平层,板楼,东湖高新区,13185.0,无,无,140.0
3室2厅2卫,120.11,南北,中层,毛坯,2021,有,商品房,普通住宅,平层,板楼,汉阳,9908.0,6号线,345米,119.0
4室2厅2卫,142.62,南,中层,中装修,2010,有,商品房,普通住宅,平层,板楼,东湖高新区,19633.0,无,无,280.0
2室2厅1卫,78.0,南,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,江岸,11410.0,6号线,944米,89.0
3室2厅2卫,144.38,南北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,硚口,14545.0,1号线,287米,210.0
3室2厅1卫,105.67,东,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,11356.0,2号线,589米,120.0
4室2厅1卫,210.69,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,33224.0,5号线,154米,700.0
5室2厅3卫,376.57,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,31867.0,无,无,1200.0
2室2厅2卫,110.89,东南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,50500.0,1号线,561米,560.0
3室2厅1卫,118.83,南,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,汉阳,16158.0,4号线,614米,192.0
2室1厅1卫,83.9,南,低层,简装修,2012,有,商品房,普通住宅,平层,板楼,洪山,8582.0,4号线,1062米,72.0
4室2厅1卫,148.22,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,14505.0,2号线,972米,215.0
3室2厅2卫,116.59,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,21700.0,11号线,1154米,253.0
3室1厅1卫,95.88,北,低层,简装修,2016,有,商品房,普通住宅,平层,板楼,青山,8970.0,5号线,419米,86.0
3室2厅1卫,98.37,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,18298.0,无,无,180.0
3室2厅1卫,279.81,南北,中层,精装修,2012,有,商品房,普通住宅,平层,板楼,武昌,18584.0,2号线,519米,520.0
2室2厅1卫,79.38,南,低层,简装修,2009,有,商品房,普通住宅,平层,板楼,洪山,8440.0,无,无,67.0
3室2厅1卫,143.68,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,23177.0,7号线,938米,333.0
3室2厅2卫,136.0,东南,低层,简装修,2006,无,商品房,普通住宅,平层,板楼,江汉,28309.0,1号线,408米,385.0
3室2厅1卫,95.75,南北,低层,精装修,2020,有,商品房,普通住宅,平层,板楼,洪山,10444.0,5号线,217米,100.0
3室1厅1卫,98.68,南,中层,毛坯,2020,有,商品房,普通住宅,平层,板楼,洪山,17734.0,无,无,175.0
4室2厅1卫,182.23,南北,高层,精装修,2008,有,商品房,普通住宅,平层,板楼,东湖高新区,22993.0,2号线,1152米,419.0
2室2厅1卫,91.06,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,21414.0,4号线,327米,195.0
2室2厅1卫,81.01,南,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,洪山,9875.0,5号线,445米,80.0
5室2厅1卫,309.11,南北,底层,简装修,2008,有,商品房,普通住宅,平层,板楼,武昌,27498.0,8号线,265米,850.0
4室2厅1卫,206.41,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,15891.0,7号线,91米,328.0
2室2厅1卫,91.6,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,17358.0,8号线,385米,159.0
2室1厅1卫,76.1,南,中层,精装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,13929.0,11号线,253米,106.0
2室2厅1卫,89.52,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,6479.0,无,无,58.0
4室2厅2卫,159.12,南,低层,精装修,2009,有,商品房,普通住宅,平层,板楼,东湖高新区,15083.0,2号线,207米,240.0
3室2厅1卫,83.74,南,低层,精装修,2017,有,商品房,普通住宅,平层,板楼,东湖高新区,12539.0,无,无,105.0
2室2厅1卫,85.32,南,低层,毛坯,2015,有,商品房,普通住宅,平层,板楼,汉阳,10314.0,6号线,1097米,88.0
4室2厅2卫,106.2,南北,低层,精装修,2012,有,商品房,普通住宅,平层,板楼,东湖高新区,15066.0,无,无,160.0
2室2厅1卫,80.27,南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13704.0,4号线,775米,110.0
3室2厅2卫,118.03,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,13132.0,6号线,269米,155.0
3室2厅2卫,123.3,南北,低层,精装修,2018,有,商品房,普通住宅,平层,板楼,洪山,19059.0,2号线,403米,235.0
2室1厅1卫,86.65,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,16561.0,8号线,1029米,143.5
4室2厅1卫,124.41,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,11655.0,7号线,815米,145.0
3室2厅1卫,129.16,南北,高层,精装修,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,32363.0,2号线,123米,418.0
2室2厅1卫,75.69,南北,低层,毛坯,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,10305.0,11号线,234米,78.0
4室2厅2卫,139.36,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,21168.0,7号线,535米,295.0
2室2厅1卫,90.52,西南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,22095.0,4号线,729米,200.0
3室2厅1卫,113.06,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,硚口,10260.0,3号线,697米,116.0
1室1厅1卫,49.49,北,高层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,21216.0,2号线,214米,105.0
3室2厅1卫,131.6,南北,高层,精装修,2009,有,商品房,普通住宅,平层,板楼,洪山,18085.0,2号线,760米,238.0
4室2厅3卫,170.0,南北,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,硚口,13529.0,1号线,1155米,230.0
4室2厅3卫,250.0,南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,江岸,46000.0,1号线,706米,1150.0
3室2厅2卫,131.32,东南,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,21322.0,5号线,413米,280.0
2室2厅1卫,50.24,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,7166.0,6号线,892米,36.0
3室2厅2卫,114.0,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,14912.0,8号线,962米,170.0
3室2厅2卫,139.07,南北,高层,中装修,2006,有,商品房,普通住宅,平层,板楼,武昌,20781.0,11号线,600米,289.0
2室2厅1卫,97.5,南北,高层,精装修,2010,有,商品房,普通住宅,平层,板楼,武昌,17436.0,无,无,170.0
1室1厅1卫,62.29,西北,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,硚口,10114.0,1号线,842米,63.0
3室2厅2卫,141.13,南北,中层,精装修,2019,有,商品房,普通住宅,平层,板楼,汉阳,18777.0,6号线,525米,265.0
3室2厅2卫,104.46,南,中层,精装修,2021,有,商品房,普通住宅,平层,板楼,东湖高新区,21539.0,11号线,606米,225.0
3室2厅1卫,108.51,南北,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,13455.0,无,无,146.0
3室2厅1卫,135.18,南,低层,毛坯,2016,有,商品房,普通住宅,平层,板楼,武昌,22193.0,5号线,618米,300.0
2室1厅1卫,68.77,南,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,武昌,15050.0,7号线,609米,103.5
3室2厅1卫,171.06,东南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,60505.0,1号线,561米,1035.0
2室2厅1卫,87.94,南,低层,中装修,2006,有,商品房,普通住宅,平层,板楼,硚口,19900.0,1号线,528米,175.0
4室2厅2卫,139.85,南北,低层,毛坯,2006,有,商品房,普通住宅,平层,板楼,汉阳,9653.0,无,无,135.0
3室2厅2卫,122.04,南,中层,简装修,2022,有,商品房,普通住宅,平层,板楼,青山,17207.0,5号线,277米,210.0
1室1厅1卫,44.97,东西,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,13120.0,2号线,933米,59.0
3室2厅1卫,84.78,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,11559.0,2号线,589米,98.0
2室2厅1卫,83.65,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,江汉,14943.0,7号线,1082米,125.0
3室2厅1卫,106.48,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,汉阳,17468.0,6号线,448米,186.0
3室2厅2卫,106.51,南北,中层,中装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,10328.0,无,无,110.0
3室2厅2卫,134.16,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,洪山,23852.0,无,无,320.0
4室2厅1卫,163.73,南,中层,精装修,2012,有,商品房,普通住宅,平层,板楼,洪山,21377.0,无,无,350.0
3室2厅1卫,135.73,南北,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,江汉,16577.0,2号线,411米,225.0
3室2厅1卫,123.11,南北,中层,精装修,2014,有,商品房,普通住宅,平层,板楼,汉阳,8935.0,无,无,110.0
3室2厅2卫,118.07,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,38960.0,1号线,278米,460.0
3室2厅1卫,115.3,南,高层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,21509.0,2号线,633米,248.0
3室1厅1卫,83.78,南,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,14323.0,无,无,120.0
3室2厅1卫,94.0,东南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,江岸,9043.0,无,无,85.0
3室2厅1卫,112.37,南北,低层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,12815.0,2号线,552米,144.0
5室2厅3卫,194.54,南北,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,江岸,16963.0,3号线,369米,330.0
2室2厅1卫,88.12,南北,高层,中装修,2013,有,商品房,普通住宅,平层,板楼,东湖高新区,24739.0,2号线,349米,218.0
3室2厅2卫,102.7,南北,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,洪山,22687.0,2号线,403米,233.0
3室2厅1卫,90.46,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,18019.0,7号线,1036米,163.0
3室2厅2卫,150.35,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,武昌,20619.0,11号线,586米,310.0
3室2厅1卫,91.33,南,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,13687.0,无,无,125.0
3室2厅1卫,99.34,东南,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,9764.0,11号线,485米,97.0
1室1厅1卫,50.46,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,硚口,11296.0,1号线,473米,57.0
4室2厅1卫,179.53,南,中层,毛坯,2020,有,商品房,普通住宅,平层,板楼,青山,22280.0,5号线,942米,400.0
3室2厅2卫,148.0,南,高层,精装修,2006,无,商品房,普通住宅,平层,板楼,江岸,17568.0,1号线,482米,260.0
3室2厅1卫,135.65,西南,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,武昌,23959.0,4号线,729米,325.0
3室2厅1卫,148.31,南北,中层,简装修,2006,有,商品房,普通住宅,平层,板楼,江汉,6877.0,6号线,901米,102.0
3室2厅1卫,107.62,南,中层,毛坯,2006,有,商品房,普通住宅,平层,板楼,东西湖,7712.0,无,无,83.0
3室1厅1卫,93.77,南,中层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,21222.0,11号线,1154米,199.0
3室2厅2卫,126.54,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,15647.0,2号线,430米,198.0
3室2厅1卫,124.72,南北,高层,精装修,2006,有,商品房,普通住宅,平层,板楼,洪山,18441.0,4号线,567米,230.0
3室2厅2卫,126.27,北,低层,简装修,2006,有,商品房,普通住宅,平层,板楼,东湖高新区,8141.0,2号线,1071米,102.8
