户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,单价,地铁,地铁距离,总价
3室2厅1卫,121.01平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,硚口,23800元/平米,1号线,406米,288.0
4室2厅3卫,259.92平米,东南,中层,毛坯,2020年,有,商品房,普通住宅,平层,板楼,洪山,21545元/平米,无,无,560.0
4室2厅1卫,169.75平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,15611元/平米,11号线,285米,265.0
3室2厅2卫,110平米,南北,低层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,东湖高新区,13636元/平米,无,无,150.0
4室2厅1卫,151.57平米,南北,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,28370元/平米,2号线,403米,430.0
2室2厅1卫,93.3平米,南,中层,简装修,2012年,有,商品房,普通住宅,平层,板楼,东湖高新区,17149元/平米,11号线,482米,160.0
3室2厅1卫,108.68平米,东南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,29904元/平米,1号线,125米,325.0
3室2厅2卫,123.18平米,南北,低层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,12827元/平米,2号线,867米,158.0
3室2厅2卫,120.59平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,19488元/平米,2号线,800米,235.0
3室2厅2卫,144.7平米,东西,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,41396元/平米,4号线,545米,599.0
4室2厅1卫,140.86平米,南北,中层,毛坯,2022年,有,商品房,普通住宅,平层,板楼,东湖高新区,14766元/平米,无,无,208.0
4室2厅2卫,161.2平米,,,简装修,2022年,,,独栋,,,蔡甸,16005元/平米,无,无,258.0
3室2厅1卫,125.17平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,20133元/平米,11号线,991米,252.0
2室2厅2卫,77平米,东南,中层,毛坯,2021年,有,个人产权,个人产权,复式,板楼,江岸,11688元/平米,8号线,153米,90.0
2室2厅1卫,73.15平米,南,低层,精装修,2015年,有,商品房,普通住宅,平层,板楼,东湖高新区,17772元/平米,2号线,1163米,130.0
3室2厅2卫,123平米,南北,低层,毛坯,2006年,有,个人产权,个人产权,平层,板楼,东湖高新区,13496元/平米,无,无,166.0
3室2厅2卫,99.12平米,南北,中层,精装修,2018年,有,个人产权,个人产权,平层,板楼,东湖高新区,19149元/平米,无,无,189.8
5室3厅4卫,280平米,南北,中层,精装修,2019年,有,个人产权,个人产权,平层,板楼,江汉,24286元/平米,1号线,408米,680.0
2室2厅1卫,93.48平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,20325元/平米,2号线,658米,190.0
4室2厅2卫,171.63平米,南北,中层,毛坯,2023年,有,商品房,普通住宅,平层,板楼,武昌,33794元/平米,5号线,450米,580.0
1室1厅1卫,39.3平米,南,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,10137元/平米,1号线,669米,39.84
3室2厅2卫,115.38平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江夏,11874元/平米,8号线,345米,137.0
3室2厅1卫,87.86平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,硚口,18211元/平米,1号线,587米,160.0
3室2厅2卫,114.99平米,南北,中层,精装修,2017年,有,商品房,普通住宅,平层,板楼,武昌,19045元/平米,无,无,219.0
2室2厅1卫,76.43平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,10075元/平米,无,无,77.0
3室2厅1卫,120.69平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,24029元/平米,5号线,714米,290.0
3室2厅2卫,143平米,南北,低层,精装修,,有,商品房,普通住宅,平层,板楼,硚口,19930元/平米,1号线,338米,285.0
2室2厅1卫,82.29平米,南,中层,精装修,2015年,有,商品房,普通住宅,平层,板楼,洪山,15798元/平米,4号线,831米,130.0
3室2厅1卫,133.69平米,南北,低层,精装修,,有,商品房,普通住宅,平层,板楼,江汉,23562元/平米,2号线,169米,315.0
2室2厅1卫,73.32平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,17730元/平米,11号线,906米,130.0
3室2厅3卫,183平米,南北,底层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,20765元/平米,4号线,635米,380.0
3室4厅1卫,117.41平米,东南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,20271元/平米,无,无,238.0
3室2厅2卫,136.76平米,西南,高层,毛坯,2020年,有,商品房,普通住宅,平层,板楼,江岸,41679元/平米,1号线,61米,570.0
3室2厅1卫,137.78平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,15967元/平米,2号线,978米,220.0
3室2厅1卫,129.48平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,12048元/平米,2号线,751米,156.0
3室2厅2卫,152.27平米,南北,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,武昌,17075元/平米,2号线,420米,260.0
4室2厅3卫,183.26平米,南北,中层,精装修,2020年,有,商品房,普通住宅,平层,板楼,东湖高新区,26192元/平米,无,无,480.0
1室1厅1卫,22.72平米,南北,中层,精装修,2021年,有,个人产权,个人产权,平层,板楼,沌口,6602元/平米,3号线,893米,15.0
4室2厅3卫,187.03平米,南北,高层,毛坯,2017年,有,商品房,普通住宅,平层,板楼,东湖高新区,19248元/平米,11号线,732米,360.0
3室2厅2卫,105平米,南北,中层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,洪山,19333元/平米,2号线,594米,203.0
3室2厅2卫,129.69平米,南,中层,毛坯,2022年,有,个人产权,个人产权,平层,板楼,青山,14265元/平米,5号线,499米,185.0
4室2厅1卫,135.37平米,西南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,28071元/平米,无,无,380.0
2室2厅1卫,75平米,南北,高层,简装修,2020年,有,商品房,普通住宅,平层,板楼,武昌,16267元/平米,无,无,122.0
4室2厅3卫,238平米,,,毛坯,2016年,,,独栋,,,武汉周边,5042元/平米,无,无,120.0
2室2厅1卫,81.3平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,25830元/平米,无,无,210.0
3室2厅1卫,128.55平米,南,高层,精装修,2022年,有,商品房,普通住宅,平层,板楼,汉阳,13769元/平米,无,无,177.0
3室2厅1卫,148.3平米,西南,高层,中装修,2022年,有,商品房,普通住宅,平层,板楼,江岸,48550元/平米,1号线,586米,720.0
3室2厅2卫,108平米,南北,高层,毛坯,2025年,有,个人产权,个人产权,平层,板楼,武昌,18056元/平米,8号线,661米,195.0
2室1厅1卫,86.22平米,南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,硚口,14498元/平米,1号线,529米,125.0
3室2厅1卫,108.91平米,东西,中层,精装修,2021年,有,商品房,普通住宅,平层,板楼,洪山,9916元/平米,5号线,405米,108.0
4室2厅3卫,224平米,南北,中层,简装修,2021年,有,个人产权,个人产权,平层,板楼,武昌,29018元/平米,4号线,635米,650.0
3室2厅2卫,116.36平米,西南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,25954元/平米,5号线,186米,302.0
3室2厅2卫,98平米,南北,低层,精装修,2019年,有,个人产权,个人产权,平层,板楼,沌口,13061元/平米,3号线,1102米,128.0
3室2厅1卫,109.62平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,36307元/平米,4号线,545米,398.0
2室2厅1卫,72平米,南,中层,精装修,2019年,有,个人产权,个人产权,复式,板楼,汉阳,11528元/平米,4号线,76米,83.0
2室2厅1卫,74.12平米,南,中层,精装修,2014年,有,个人产权,个人产权,平层,板楼,洪山,19293元/平米,2号线,660米,143.0
3室2厅1卫,99.77平米,南,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,13020元/平米,2号线,1087米,129.9
3室2厅2卫,115平米,南北,中层,精装修,2018年,有,个人产权,个人产权,平层,板楼,江汉,17304元/平米,6号线,555米,199.0
3室2厅2卫,142.94平米,南,低层,毛坯,2017年,有,商品房,普通住宅,平层,板楼,东湖高新区,16860元/平米,11号线,812米,241.0
3室2厅2卫,110平米,南,中层,精装修,2021年,有,个人产权,个人产权,平层,板楼,东湖高新区,20455元/平米,无,无,225.0
2室2厅1卫,81平米,南,低层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,硚口,11852元/平米,1号线,526米,96.0
3室2厅2卫,109.88平米,南北,中层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,硚口,14743元/平米,1号线,406米,162.0
2室2厅1卫,84.92平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,12129元/平米,8号线,479米,103.0
4室2厅1卫,123.12平米,南北,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,7797元/平米,无,无,96.0
3室2厅2卫,99.75平米,东南,中层,精装修,2006年,有,个人产权,个人产权,平层,板楼,江岸,16842元/平米,1号线,515米,168.0
3室2厅1卫,106.35平米,东南,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,11378元/平米,3号线,857米,121.0
3室2厅1卫,88.41平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,16966元/平米,2号线,546米,150.0
3室2厅2卫,110平米,南,中层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,汉阳,13182元/平米,无,无,145.0
2室2厅1卫,89.52平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,6479元/平米,无,无,58.0
3室2厅1卫,99平米,南北,低层,简装修,2022年,有,商品房,普通住宅,平层,板楼,青山,15152元/平米,5号线,606米,150.0
4室2厅3卫,172平米,南北,低层,简装修,2016年,有,个人产权,个人产权,平层,板楼,洪山,34186元/平米,7号线,1008米,588.0
2室2厅1卫,91.81平米,南北,中层,毛坯,,有,个人产权,个人产权,平层,板楼,江夏,7951元/平米,7号线,759米,73.0
2室2厅1卫,95.65平米,南北,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,硚口,13068元/平米,1号线,777米,125.0
3室2厅2卫,152.51平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,25572元/平米,11号线,586米,390.0
4室2厅2卫,115平米,南北,中层,毛坯,2019年,有,个人产权,个人产权,平层,板楼,青山,14783元/平米,5号线,700米,170.0
2室2厅1卫,103.37平米,南北,低层,中装修,,有,商品房,普通住宅,平层,板楼,硚口,15382元/平米,1号线,576米,159.0
2室2厅1卫,75.7平米,北,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,6869元/平米,6号线,428米,52.0
3室1厅1卫,108.13平米,南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,14150元/平米,5号线,309米,153.0
4室2厅2卫,181平米,南北,中层,毛坯,2019年,有,个人产权,个人产权,平层,板楼,武昌,18177元/平米,5号线,233米,329.0
3室2厅1卫,128.2平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,17551元/平米,4号线,374米,225.0
3室2厅2卫,117平米,南,中层,精装修,2022年,有,个人产权,个人产权,平层,板楼,汉阳,13675元/平米,3号线,776米,160.0
3室2厅2卫,138.62平米,南北,高层,毛坯,2023年,有,商品房,普通住宅,平层,板楼,武昌,33184元/平米,5号线,450米,460.0
3室2厅2卫,120平米,南,低层,毛坯,2019年,有,商品房,普通住宅,平层,板楼,江夏,8250元/平米,7号线,274米,99.0
3室2厅1卫,190.41平米,南北,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,17961元/平米,8号线,279米,342.0
3室2厅1卫,89.86平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,15469元/平米,6号线,656米,139.0
3室2厅1卫,94平米,南北,低层,毛坯,2020年,有,个人产权,个人产权,平层,板楼,东西湖,7447元/平米,1号线,572米,70.0
5室2厅3卫,357.55平米,,,简装修,2008年,,,独栋,,,黄陂,40498元/平米,2号线,1025米,1448.0
2室2厅1卫,35平米,南北,低层,毛坯,2019年,有,个人产权,个人产权,复式,板楼,汉阳,8286元/平米,6号线,958米,29.0
5室3厅3卫,270.24平米,,,中装修,2006年,,,独栋,,,江岸,40705元/平米,8号线,990米,1100.0
3室2厅2卫,104.46平米,南北,底层,简装修,2006年,有,个人产权,个人产权,平层,板楼,东湖高新区,17710元/平米,11号线,277米,185.0
2室1厅1卫,88.32平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,19475元/平米,2号线,272米,172.0
3室2厅1卫,103.83平米,南北,高层,精装修,2019年,有,商品房,普通住宅,平层,板楼,东湖高新区,12039元/平米,无,无,125.0
4室2厅1卫,163.31平米,南北,高层,中装修,2017年,有,商品房,普通住宅,平层,板楼,东湖高新区,17145元/平米,11号线,253米,280.0
3室2厅3卫,145平米,东,底层,毛坯,2016年,无,个人产权,个人产权,平层,板楼,武汉周边,6069元/平米,无,无,88.0
5室3厅4卫,280平米,南北,中层,精装修,2019年,有,个人产权,个人产权,平层,板楼,江汉,24286元/平米,1号线,408米,680.0
2室1厅1卫,66.17平米,南,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,10277元/平米,4号线,1018米,68.0
3室2厅1卫,109.36平米,南北,中层,精装修,2023年,有,商品房,普通住宅,平层,板楼,东湖高新区,16917元/平米,无,无,185.0
3室2厅1卫,139.69平米,南北,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,武昌,19543元/平米,无,无,273.0
3室2厅2卫,127平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,11811元/平米,6号线,866米,150.0
3室2厅4卫,138平米,,,精装修,2020年,,,独栋,,,蔡甸,21739元/平米,无,无,300.0
4室2厅2卫,122.69平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,10596元/平米,无,无,130.0
4室2厅3卫,275平米,南北,低层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,武昌,25273元/平米,5号线,154米,695.0
3室2厅2卫,109平米,南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,13578元/平米,2号线,567米,148.0
3室2厅1卫,133.88平米,南北,高层,精装修,2010年,有,商品房,普通住宅,平层,板楼,东湖高新区,14192元/平米,无,无,190.0
3室2厅1卫,102.74平米,南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,26767元/平米,无,无,275.0
3室2厅2卫,107平米,南北,中层,精装修,2022年,有,个人产权,个人产权,平层,板楼,汉阳,9346元/平米,4号线,102米,100.0
3室2厅2卫,124平米,南北,中层,豪华装修,2023年,有,个人产权,个人产权,平层,板楼,汉阳,16613元/平米,4号线,217米,206.0
3室2厅1卫,110.66平米,西南,中层,中装修,2020年,有,商品房,普通住宅,平层,板楼,汉阳,12200元/平米,无,无,135.0
5室2厅4卫,378平米,,,毛坯,2023年,,,独栋,,,黄陂,17989元/平米,2号线,957米,680.0
3室2厅2卫,142.25平米,南,低层,毛坯,2022年,有,个人产权,个人产权,平层,板楼,东湖高新区,25308元/平米,11号线,524米,360.0
3室2厅2卫,105平米,南北,中层,毛坯,2022年,有,个人产权,个人产权,平层,板楼,洪山,17619元/平米,2号线,594米,185.0
3室1厅1卫,100.02平米,南北,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,16997元/平米,11号线,385米,170.0
2室2厅1卫,87.27平米,南,高层,毛坯,2017年,有,个人产权,个人产权,平层,,汉阳,9969元/平米,无,无,87.0
3室2厅1卫,137.01平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,32479元/平米,4号线,562米,445.0
3室2厅1卫,116.24平米,南,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,10754元/平米,4号线,732米,125.0
5室3厅3卫,180平米,,,毛坯,2016年,,,独栋,,,武汉周边,7333元/平米,无,无,132.0
4室2厅1卫,148.25平米,南北,低层,精装修,2017年,有,商品房,普通住宅,平层,板楼,洪山,9781元/平米,5号线,584米,145.0
4室2厅3卫,175平米,南北,高层,豪华装修,2021年,有,个人产权,个人产权,平层,板楼,硚口,25714元/平米,6号线,889米,450.0
3室2厅3卫,130平米,,,毛坯,2015年,,,独栋,,,武汉周边,6923元/平米,无,无,90.0
1室1厅1卫,59.42平米,东南,低层,精装修,2018年,有,商品房,普通住宅,平层,板楼,江岸,21878元/平米,3号线,362米,130.0
3室2厅2卫,141平米,南北,低层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,洪山,19291元/平米,2号线,594米,272.0
4室2厅1卫,163.73平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,20155元/平米,无,无,330.0
3室2厅1卫,103.75平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,16193元/平米,2号线,785米,168.0
3室2厅2卫,125.3平米,南北,中层,精装修,2016年,有,个人产权,个人产权,平层,板楼,硚口,13567元/平米,3号线,548米,170.0
3室2厅1卫,93.58平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,洪山,15495元/平米,4号线,570米,145.0
4室2厅1卫,306.31平米,南北,高层,精装修,2016年,有,商品房,普通住宅,平层,板楼,武昌,34279元/平米,4号线,830米,1050.0
5室2厅3卫,257.23平米,南北,高层,精装修,2010年,有,商品房,普通住宅,复式,板楼,武昌,50538元/平米,8号线,265米,1300.0
3室2厅2卫,118.09平米,南北,高层,简装修,2020年,有,商品房,普通住宅,平层,板楼,洪山,14226元/平米,5号线,1080米,168.0
3室2厅1卫,97.77平米,南北,低层,毛坯,2020年,有,个人产权,个人产权,平层,板楼,硚口,17899元/平米,3号线,749米,175.0
3室2厅1卫,101.48平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,27592元/平米,8号线,265米,280.0
2室2厅1卫,91平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,12637元/平米,8号线,751米,115.0
1室1厅1卫,49.27平米,南北,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,8037元/平米,2号线,962米,39.6
3室2厅2卫,122.71平米,南,中层,精装修,2016年,有,商品房,普通住宅,平层,板楼,江汉,28523元/平米,1号线,408米,350.0
2室2厅1卫,89.6平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,15737元/平米,3号线,449米,141.0
2室1厅1卫,85.74平米,南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,13996元/平米,无,无,120.0
3室2厅2卫,125.47平米,南北,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,20387元/平米,11号线,732米,255.8
2室2厅1卫,88.56平米,南,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,22809元/平米,11号线,586米,202.0
3室2厅2卫,129平米,南,中层,精装修,2006年,无,商品房,普通住宅,平层,板楼,江岸,10465元/平米,6号线,523米,135.0
2室2厅1卫,75平米,南北,高层,简装修,2020年,有,商品房,普通住宅,平层,板楼,武昌,16267元/平米,无,无,122.0
3室2厅2卫,150.64平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,19583元/平米,7号线,271米,295.0
5室2厅3卫,145平米,,,毛坯,2018年,,,联排,,,武汉周边,6897元/平米,无,无,100.0
4室2厅2卫,143平米,南北,中层,精装修,2022年,有,商品房,普通住宅,平层,板楼,江岸,19930元/平米,1号线,574米,285.0
3室2厅1卫,106.1平米,南,中层,中装修,2023年,有,商品房,普通住宅,平层,板楼,洪山,13195元/平米,2号线,980米,140.0
6室2厅4卫,430.61平米,,,中装修,2006年,,,独栋,,,江岸,53413元/平米,8号线,990米,2300.0
3室2厅2卫,109平米,南北,中层,毛坯,2006年,有,个人产权,个人产权,平层,板楼,东湖高新区,9174元/平米,无,无,100.0
3室2厅2卫,107平米,南北,中层,毛坯,2022年,有,个人产权,个人产权,平层,板楼,东西湖,8692元/平米,无,无,93.0
2室2厅1卫,76.21平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江夏,9579元/平米,2号线,734米,73.0
3室2厅2卫,102平米,南,中层,毛坯,2020年,有,个人产权,个人产权,平层,板楼,江岸,13235元/平米,6号线,317米,135.0
3室2厅2卫,135.14平米,南北,高层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,15169元/平米,8号线,292米,205.0
3室2厅1卫,98平米,东南,高层,简装修,2021年,有,个人产权,个人产权,平层,板楼,东西湖,5918元/平米,无,无,58.0
3室2厅1卫,98平米,南北,中层,精装修,2023年,有,个人产权,个人产权,平层,板楼,洪山,12245元/平米,7号线,864米,120.0
3室2厅1卫,106.69平米,南,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,8904元/平米,6号线,638米,95.0
2室2厅2卫,86.63平米,南,高层,精装修,2015年,有,商品房,普通住宅,平层,板楼,武昌,18238元/平米,5号线,548米,158.0
2室2厅1卫,83.38平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,25786元/平米,无,无,215.0
5室2厅4卫,334.5平米,南北,低层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,江汉,28401元/平米,2号线,881米,950.0
2室1厅1卫,59平米,南,中层,精装修,2005年,有,商品房,普通住宅,平层,板楼,武昌,23186元/平米,7号线,480米,136.8
2室2厅1卫,105.54平米,南,中层,精装修,,有,商品房,普通住宅,平层,板楼,江汉,8717元/平米,7号线,527米,92.0
2室2厅1卫,78.07平米,南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,11528元/平米,2号线,1156米,90.0
3室2厅2卫,116.1平米,南北,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,青山,16365元/平米,5号线,606米,190.0
3室2厅1卫,89平米,南北,低层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,汉阳,8090元/平米,4号线,297米,72.0
4室2厅5卫,252平米,,,毛坯,2020年,,,独栋,,,武汉周边,8135元/平米,无,无,205.0
3室2厅1卫,89.81平米,南,低层,中装修,2006年,无,商品房,普通住宅,平层,板楼,东湖高新区,8908元/平米,2号线,1129米,80.0
3室2厅1卫,134.49平米,南北,高层,简装修,2014年,有,商品房,普通住宅,平层,板楼,洪山,11107元/平米,8号线,717米,149.38
3室2厅2卫,108.42平米,南北,低层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,14481元/平米,2号线,855米,157.0
3室2厅1卫,122.52平米,东南,底层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,17793元/平米,5号线,646米,218.0
3室2厅2卫,108平米,南,低层,毛坯,2021年,有,个人产权,个人产权,平层,板楼,硚口,10648元/平米,1号线,526米,115.0
3室2厅2卫,110平米,南北,中层,简装修,2022年,有,商品房,普通住宅,平层,板楼,东西湖,11818元/平米,6号线,715米,130.0
3室2厅2卫,104平米,南北,高层,精装修,2000年,有,个人产权,个人产权,平层,板楼,汉阳,12500元/平米,6号线,673米,130.0
3室2厅1卫,109.39平米,南北,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,16455元/平米,7号线,292米,180.0
4室2厅2卫,190平米,南北,中层,毛坯,2023年,有,个人产权,个人产权,平层,板楼,江汉,23684元/平米,3号线,305米,450.0
3室2厅1卫,98.38平米,南北,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江岸,12198元/平米,8号线,831米,120.0
4室2厅2卫,223.08平米,南北,底层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,29138元/平米,无,无,650.0
3室2厅1卫,130.65平米,西南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,汉阳,22044元/平米,6号线,525米,288.0
3室2厅1卫,125.74平米,南,高层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,21314元/平米,8号线,323米,268.0
3室2厅1卫,108.65平米,南北,中层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,12701元/平米,4号线,463米,138.0
4室2厅3卫,210平米,南,中层,精装修,2022年,有,个人产权,个人产权,平层,板楼,江岸,40476元/平米,1号线,366米,850.0
2室2厅1卫,96.42平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,17942元/平米,无,无,173.0
3室2厅2卫,98平米,南北,中层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,东湖高新区,10204元/平米,无,无,100.0
4室2厅3卫,210平米,南北,中层,精装修,2022年,有,商品房,普通住宅,平层,板楼,江岸,31429元/平米,7号线,680米,660.0
3室2厅2卫,98.66平米,西南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,江夏,9122元/平米,无,无,90.0
3室2厅1卫,116.22平米,南北,中层,中装修,2016年,有,商品房,普通住宅,平层,板楼,东湖高新区,14627元/平米,无,无,170.0
3室2厅2卫,115.07平米,东南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,黄陂,5909元/平米,无,无,68.0
3室2厅1卫,114.79平米,南北,高层,简装修,2014年,有,商品房,普通住宅,平层,板楼,武昌,22650元/平米,4号线,577米,260.0
3室2厅1卫,105.96平米,东南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东西湖,17271元/平米,2号线,363米,183.0
3室2厅1卫,93.23平米,东南,高层,中装修,2012年,有,商品房,普通住宅,平层,板楼,洪山,14802元/平米,无,无,138.0
4室2厅3卫,224平米,南北,底层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,20045元/平米,4号线,635米,449.0
3室2厅2卫,134.97平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,27339元/平米,2号线,214米,369.0
5室2厅3卫,357.55平米,,,简装修,2008年,,,独栋,,,黄陂,40498元/平米,2号线,1025米,1448.0
4室2厅1卫,178.85平米,南北,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,22365元/平米,8号线,426米,400.0
3室1厅1卫,97.97平米,东南,中层,中装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,24701元/平米,2号线,214米,242.0
3室2厅1卫,135.33平米,西南,低层,简装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,21281元/平米,4号线,729米,288.0
4室2厅1卫,198.8平米,南北,中层,精装修,2020年,有,个人产权,个人产权,平层,板楼,武昌,24899元/平米,5号线,714米,495.0
1室1厅1卫,42.76平米,西南,中层,中装修,1998年,无,商品房,普通住宅,平层,板楼,江岸,27596元/平米,1号线,399米,118.0
4室2厅3卫,193.83平米,南北,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,江汉,29252元/平米,6号线,733米,567.0
3室2厅1卫,91.36平米,东南,低层,精装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,15543元/平米,无,无,142.0
3室2厅2卫,95平米,南北,低层,精装修,2022年,有,个人产权,个人产权,平层,板楼,洪山,14737元/平米,无,无,140.0
3室2厅1卫,137.7平米,南,中层,精装修,2006年,有,商品房,普通住宅,平层,板楼,武昌,18010元/平米,无,无,248.0
3室2厅2卫,134.57平米,南,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,东湖高新区,19915元/平米,11号线,482米,268.0
3室2厅2卫,113.31平米,南北,中层,毛坯,2021年,有,商品房,普通住宅,平层,板楼,青山,14827元/平米,5号线,700米,168.0
3室2厅1卫,124.09平米,东南,高层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,江汉,11282元/平米,2号线,972米,140.0
2室1厅1卫,59平米,南北,中层,简装修,2005年,有,商品房,普通住宅,平层,板楼,武昌,22881元/平米,7号线,480米,135.0
3室2厅2卫,135.62平米,南北,高层,中装修,2006年,有,商品房,普通住宅,平层,板楼,硚口,13862元/平米,1号线,172米,188.0
2室2厅1卫,78.7平米,南,中层,毛坯,2006年,有,商品房,普通住宅,平层,板楼,汉阳,8513元/平米,无,无,67.0
